90,90,0.0100268
67,45,0.00509887
359,47,0.00619968
220,47,0.00616124
155,47,0.00687523
294,47,0.00719001
111,47,0.0100302
258,64,0.00781734
33,64,0.00787151
190,65,0.00816293
329,65,0.00632068
131,67,0.00640616
79,64,0.00837416
184,47,0.00697056
323,47,0.00818461
247,47,0.00664821
41,47,0.00604788
271,47,0.00672919
292,63,0.00837599
132,51,0.00636153
89,50,0.00822094
223,63,0.00559812
5,75,0.00722779
2,61,0.0075902
20,47,0.00697055
163,60,0.00728638
278,75,0.0097616
57,57,0.0058718
102,77,0.00949662
167,77,0.0101398
341,54,0.00743453
105,60,0.00803848
202,52,0.00842207
226,75,0.00830642
53,74,0.00757362
309,54,0.00813219
235,54,0.00704124
275,57,0.00623209
321,77,0.00765496
170,47,0.00709742
20,57,0.00562493
180,57,0.00703184
143,58,0.00646745
74,54,0.00627716
257,54,0.00681669
154,68,0.00681046
37,55,0.00611595
325,57,0.00590226
55,48,0.00484753
59,65,0.00594694
107,68,0.00627333
124,58,0.00619771
350,68,0.00644538
307,68,0.00647477
282,50,0.0052788
240,68,0.00633685
346,47,0.00527249
8,52,0.00514504
215,55,0.00565943
209,68,0.00615388
142,47,0.00529882
32,81,0.00611605
202,25,0.00448606
95,25,0.0041383
127,25,0.00573657
308,25,0.0050836
234,25,0.00437728
336,25,0.00487493
281,25,0.00474602
52,25,0.00471896
9,25,0.00458755
162,25,0.00381307
257,25,0.00494506
73,27,0.00438745
30,28,0.00479095
182,28,0.00438178
144,30,0.0044225
352,31,0.00423288
111,31,0.00626289
217,31,0.00578219
295,32,0.00602973
323,32,0.00654688
85,37,0.00590955
198,38,0.00641296
125,38,0.00793169
246,34,0.00610723
270,34,0.00586084
308,40,0.00867002
62,34,0.00456845
17,35,0.00595931
231,37,0.00653059
335,38,0.0066034
44,35,0.00580559
171,35,0.00598753
100,37,0.00730085
156,35,0.006479
284,38,0.00686026
4,37,0.0065496
258,38,0.00673709
30,40,0.00614931
41,25,0.00441895
211,40,0.00664142
20,25,0.00375375
84,25,0.00468467
192,30,0.00401594
138,38,0.00628919
73,37,0.00460147
186,37,0.00501043
233,45,0.00515224
269,25,0.00467705
245,25,0.00457187
63,25,0.00403424
171,27,0.00343766
359,25,0.00406477
54,40,0.00502988
346,38,0.00513532
136,25,0.00406585
345,25,0.00410834
224,25,0.00455128
105,25,0.0037371
152,25,0.00410722
318,25,0.00452742
80,44,0.00437859
291,25,0.00416098
188,8,0.00190318
213,8,0.00166167
115,8,0.00173028
89,7,0.00146084
327,8,0.0018473
169,8,0.0025015
69,8,0.00177993
239,8,0.00171478
46,8,0.00162348
300,9,0.00196508
24,8,0.00200463
140,8,0.00157374
356,8,0.00172862
279,8,0.00176752
259,8,0.00223373
342,8,0.00206518
155,8,0.00241125
10,11,0.00231807
314,12,0.00263665
102,9,0.00192305
226,12,0.00259313
201,12,0.00214974
57,14,0.00331212
128,12,0.00279803
35,14,0.00326211
178,17,0.00369802
213,19,0.00356555
116,19,0.00370753
79,14,0.00323232
250,15,0.00345601
289,14,0.00331907
269,14,0.00339272
189,19,0.00375485
147,17,0.0038991
326,18,0.00450841
162,15,0.00334157
90,17,0.0035426
351,17,0.00373541
300,19,0.00364874
69,18,0.00379436
3,17,0.00351183
339,17,0.00348444
18,17,0.00338573
237,17,0.00381564
46,18,0.00368349
279,17,0.00349628
27,19,0.00352411
179,8,0.00209356
138,17,0.00313946
259,17,0.00308285
108,15,0.0028038
99,18,0.00289781
307,15,0.00245786
248,8,0.00189131
169,19,0.00290035
218,14,0.00243677
121,14,0.00228928
308,8,0.00131876
205,18,0.00261581
196,19,0.00272864
349,8,0.00161357
62,8,0.00196551
335,8,0.00165554
289,2,0.000979103
197,1,0.000620289
36,2,0.000953824
125,2,0.00110557
229,2,0.000963761
318,2,0.000920741
78,2,0.000946218
270,4,0.0013338
4,2,0.000777702
207,1,0.000563604
149,1,0.000860326
163,1,0.000916502
99,1,0.000608178
221,5,0.00167152
57,1,0.000867188
174,1,0.00105934
297,1,0.000662465
66,1,0.000959429
133,5,0.00162862
108,5,0.00127425
336,1,0.000786325
16,7,0.00159066
252,2,0.00144496
31,7,0.0019167
52,7,0.00151625
84,1,0.000599282
96,7,0.0015059
146,7,0.00149633
161,7,0.00169174
202,5,0.00121136
43,2,0.00075115
311,2,0.00088328
303,4,0.00121889
194,7,0.00151625
294,7,0.00143157
11,4,0.00132272
184,4,0.00125444
190,2,0.000806085
22,2,0.00119227
285,7,0.00170552
264,5,0.00173078
233,7,0.00174918
348,2,0.00128326
143,2,0.00071017
359,2,0.000912933
83,7,0.0013795
104,1,0.000613611
92,2,0.000805409
122,7,0.00158046
39,7,0.00136808
276,4,0.0014028
213,2,0.000969713
243,4,0.00147606
321,7,0.00170618
74,7,0.00151696
314,7,0.000965903
207,7,0.00124921
226,7,0.0010259
112,2,0.001028
332,4,0.00115974
138,4,0.000888631
2,7,0.00131506
48,4,0.000927501
