90,90,0.00412305
67,45,0.00335102
359,47,0.00325365
220,47,0.00264794
155,47,0.00340303
294,47,0.00351097
111,47,0.00297869
258,64,0.00344544
33,64,0.00351659
190,65,0.00375913
329,65,0.00400183
131,67,0.00414342
79,64,0.00344493
184,47,0.00291408
323,47,0.00299172
247,47,0.00295027
41,47,0.00368838
271,47,0.00324133
292,63,0.00408466
132,51,0.00377225
89,50,0.00347988
223,63,0.00337058
5,75,0.00399574
2,61,0.00420208
20,47,0.00312077
163,60,0.003687
278,75,0.00338442
57,57,0.00290277
102,77,0.00404165
167,77,0.0038479
341,54,0.00409276
105,60,0.00318404
202,52,0.0032697
226,75,0.00361673
53,74,0.00343854
309,54,0.00321218
235,54,0.00279285
275,57,0.00308979
321,77,0.0029777
170,47,0.00281028
20,57,0.0034412
180,57,0.00381082
143,58,0.00404571
74,54,0.00302112
257,54,0.00325069
154,68,0.00381587
37,55,0.00356302
325,57,0.00482788
55,48,0.00283398
59,65,0.00359813
107,68,0.00407128
124,58,0.0040647
350,68,0.00410874
307,68,0.00398089
282,50,0.00310075
240,68,0.0033472
346,47,0.00350467
8,52,0.0034547
215,55,0.00345106
209,68,0.00354467
142,47,0.00332612
32,81,0.00390782
100,52,0.00306332
17,68,0.00341055
355,54,0.00382552
91,58,0.00301564
137,74,0.00439872
122,48,0.00340014
204,61,0.00366036
278,67,0.00423895
296,55,0.00349491
344,61,0.00414707
250,81,0.00350358
233,47,0.00268171
131,83,0.00412585
78,73,0.00444685
306,47,0.00336656
311,61,0.00395954
243,61,0.00413943
197,75,0.00340867
334,47,0.00369135
31,47,0.00289311
260,47,0.00317114
210,47,0.0032476
195,47,0.00301222
162,52,0.00339084
173,65,0.00359523
79,47,0.00307611
199,83,0.00367841
113,54,0.00325902
300,83,0.00331611
193,57,0.00300668
47,61,0.00302492
254,74,0.00292197
150,52,0.00327327
68,60,0.00282633
181,71,0.00318801
63,51,0.00271804
96,64,0.00304583
75,80,0.00358397
344,81,0.00325405
45,68,0.00269741
334,71,0.003454
27,52,0.00275494
48,52,0.00275115
176,51,0.00297133
98,47,0.00281568
226,51,0.0022771
245,52,0.00303853
151,63,0.00298753
316,50,0.0026515
10,47,0.00252004
29,73,0.00310612
225,68,0.00258889
286,55,0.00280087
17,63,0.00292643
264,58,0.00272981
119,64,0.00284882
301,74,0.0031784
225,57,0.0024464
80,58,0.00246701
268,52,0.00247916
190,51,0.00236939
265,70,0.00264648
130,25,0.0018302
283,25,0.00293441
52,25,0.00207692
78,24,0.00226614
315,25,0.00232256
240,25,0.00189139
162,25,0.00255246
202,25,0.00274582
340,25,0.00203872
105,25,0.00225406
15,25,0.00248517
261,27,0.00221431
182,28,0.00291019
221,25,0.00243919
34,30,0.00247668
358,25,0.00219863
299,32,0.00246059
147,32,0.00337495
90,34,0.00266377
118,34,0.00247506
327,34,0.00225299
66,31,0.002418
273,34,0.00282007
252,35,0.00300119
229,35,0.00337673
211,34,0.00292588
351,35,0.00280034
6,35,0.00241573
49,37,0.00263219
132,37,0.00215672
194,35,0.00259844
171,35,0.00293944
22,35,0.00215764
314,37,0.00254198
103,37,0.00236756
287,37,0.00223308
77,35,0.00316101
158,35,0.00344902
251,25,0.00271166
339,37,0.00216337
240,38,0.00330167
93,25,0.00260542
37,38,0.00384146
264,38,0.0030813
181,38,0.00353273
329,25,0.00236863
116,25,0.00253545
272,25,0.00272822
141,25,0.00228932
171,27,0.00263611
305,25,0.00208172
293,25,0.00216048
230,25,0.00281025
42,25,0.00261002
25,25,0.00187565
152,25,0.00271058
192,25,0.0026149
211,25,0.00280375
203,40,0.00337789
61,38,0.00314694
302,40,0.00310121
220,38,0.00243673
278,41,0.00334683
87,41,0.00336987
149,40,0.00324096
6,27,0.00260023
348,28,0.00285452
123,41,0.00280433
110,31,0.00273769
112,40,0.00286427
15,40,0.00265694
57,31,0.00222672
358,40,0.00292236
201,32,0.00291817
132,44,0.00276538
358,32,0.00261961
83,30,0.00250785
163,41,0.00307991
307,32,0.00283222
98,31,0.00257974
322,28,0.00193571
43,32,0.00249022
244,31,0.00260771
140,40,0.00284153
236,31,0.00243785
137,31,0.00247884
123,28,0.00234775
62,25,0.00245122
14,32,0.00236744
323,40,0.00222719
335,31,0.00227306
71,25,0.00276869
26,41,0.00298628
190,41,0.0027274
69,37,0.00240584
165,31,0.00226153
96,38,0.00245907
255,41,0.00290399
332,40,0.00267899
290,31,0.00222599
282,32,0.00251366
266,32,0.00208596
173,41,0.00259562
213,41,0.00242694
52,42,0.00298874
295,38,0.0024534
286,44,0.00251992
219,31,0.00264485
344,41,0.00284338
189,31,0.00238417
316,42,0.00249118
27,31,0.00202931
226,42,0.00258215
125,35,0.0018601
76,41,0.00244606
104,42,0.00216767
7,41,0.00214733
51,31,0.00189571
342,31,0.0018355
21,30,0.00165689
299,25,0.0020207
259,32,0.00225274
240,44,0.00256275
320,34,0.00200015
130,31,0.00162865
181,8,0.000750854
