2,88,0.00278613
243,1,0.00117998
152,1,0.0012448
197,37,0.00213204
17,34,0.00229346
107,35,0.002016
289,35,0.00259081
62,37,0.00216552
244,38,0.00187265
279,1,0.00155193
152,37,0.00186131
207,1,0.000885048
333,35,0.00232816
173,63,0.00194935
179,12,0.00222896
357,60,0.00208552
85,61,0.00210614
126,12,0.00289407
270,61,0.00237924
355,15,0.0017963
310,15,0.00224593
81,18,0.002013
224,19,0.00219899
45,17,0.00234614
262,19,0.00217935
219,57,0.00215985
128,54,0.00241704
39,54,0.00181659
311,52,0.0020369
130,31,0.00155779
160,18,0.00240283
175,31,0.00212103
14,15,0.00248925
199,18,0.00199947
106,17,0.0016312
289,17,0.00257769
85,42,0.00165666
356,41,0.0027154
127,73,0.00190189
220,38,0.00170213
267,42,0.0020821
311,71,0.00203905
40,34,0.00263274
336,17,0.0020582
311,34,0.00224831
32,71,0.00226306
211,74,0.00178265
261,2,0.00241487
225,1,0.00113671
63,18,0.00189861
244,19,0.00218789
143,15,0.0021639
298,2,0.00126051
180,47,0.00204527
348,1,0.00145945
191,1,0.00138059
316,1,0.000983294
29,21,0.00229449
152,52,0.0024823
338,50,0.00209535
245,54,0.00209366
16,50,0.00190639
66,51,0.00251611
104,50,0.00256216
277,25,0.0019321
287,50,0.00254417
348,28,0.00208257
92,28,0.00219907
322,22,0.00257198
4,25,0.00271533
212,27,0.00207654
200,50,0.00248523
79,74,0.00219191
267,75,0.00228479
76,31,0.00210653
118,24,0.00221926
213,12,0.00210723
300,25,0.00209417
92,11,0.00231373
273,12,0.00201728
72,8,0.00209265
234,11,0.00233662
187,22,0.00215286
53,27,0.00207981
234,28,0.00216407
136,42,0.00240278
256,31,0.00195945
329,61,0.00217397
57,63,0.00211083
36,8,0.00209305
325,9,0.00176398
350,73,0.00215369
54,8,0.00189377
239,65,0.00244056
359,4,0.00172999
149,25,0.00212355
111,63,0.00183606
48,44,0.00236124
231,47,0.00207201
252,11,0.00225063
30,44,0.00222829
297,61,0.00196955
120,42,0.00205052
198,61,0.0018867
165,42,0.00216287
142,63,0.0021014
169,74,0.0018756
322,44,0.00174919
302,42,0.00189359
110,5,0.00193137
20,61,0.00170801
163,30,0.00208902
25,11,0.00214459
172,21,0.00206949
166,9,0.0017976
132,21,0.002088
190,12,0.0015106
300,12,0.00175671
288,7,0.00226138
268,32,0.00194611
82,8,0.00192871
152,11,0.00189318
344,11,0.00204576
254,45,0.00181117
200,8,0.00178025
127,2,0.00232201
5,12,0.00185058
9,41,0.00248284
29,31,0.00178071
214,47,0.00239001
18,24,0.00209554
184,37,0.00174221
216,2,0.00128164
142,32,0.00197005
344,38,0.00233121
272,51,0.00195546
116,14,0.00181917
201,28,0.00201091
337,27,0.00212886
108,81,0.00177792
96,38,0.00167043
96,19,0.00210879
280,41,0.00245562
169,52,0.00177159
102,27,0.00236075
71,42,0.00233814
135,9,0.00163064
89,2,0.00188008
0,50,0.00224397
323,32,0.00217406
73,22,0.00146813
185,55,0.00196913
224,30,0.00208112
223,9,0.00169879
91,52,0.00219313
